Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mali,MLI,49.8731925730894,51.3938754520078,52.9858979916017,54.5761414255542,56.1648948654858,57.7499626655854,59.3326832976711,60.9112596868155,62.4862618814137,64.0556624247158,65.6178904393184,67.1723863885094,68.7186397074999,70.2561518476449,71.7847530871141,73.3037291686006,74.8129548355343,76.3123028778714,77.8011681494126,79.2797151051117,80.7471863901878,82.203990401809
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Malta,MLT,99.999999495466,99.9999964485413,100,99.999998278826,100,99.9999995796661,100,100,99.9999965451882,99.999999540951,100,99.9999975467548,99.9999999041683,99.999997297169,100,99.9999975971148,100,100,100,100,100,99.9999991222723
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Marshall Islands,MHL,..,88.846454166801,88.8034139775803,88.7607795266566,88.7185676881366,88.6768506324111,88.5595194571216,88.4416462106947,88.3230760122172,88.1583557847715,87.8931921119103,87.632671099874,87.3770778473405,87.1264193749024,86.8804159565269,86.6389747290043,86.4019083763836,86.1691254340085,85.9403894101374,85.7156629279255,85.4947213556817,85.2774425394235
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mauritania,MRT,41.6727136260492,42.4899515308389,44.036188545055,45.6009548233358,47.1838775605219,48.7833430823827,50.3993782607608,52.0315948495456,53.6800163896712,55.3417749959603,57.0181227515306,58.7082503245994,60.4113532940723,62.125804073415,63.8479726379874,65.5766976503204,67.3108424585845,69.0508935100155,70.7953470501433,72.5443131435372,74.2967211205179,76.0527121974143
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mauritius,MUS,99.3163374767888,99.3495705952433,99.382883118503,99.416277503971,99.4497609225468,99.483333741009,99.5169819997469,99.5507166407848,99.5845366579485,99.6184440971442,99.6524315945965,99.6865004105042,99.7206566079624,99.7548988700036,99.7892273957832,99.8236333743034,99.858158093397,99.8927781204715,99.9274631483923,99.9621987210459,99.9958002416707,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mexico,MEX,90.6043820368074,91.1740919461825,91.7391646143139,92.2996135627821,92.8555799319342,93.4067485824867,93.9533047726709,94.495124111029,95.0155943324326,95.4075017015433,95.7953211176627,96.1794604737157,96.5596662108125,96.9361142167942,97.3088202170104,97.6776477066578,98.0427474926673,98.4040199327524,98.7615454576756,99.1153530172831,99.3687045328802,99.5400027130721
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Micronesia, Fed. Sts.",FSM,91.0896484335557,91.0286886006993,90.9677287678428,90.9067689349864,90.84580910213,90.7848492692736,90.7238894364172,90.6629296035608,90.6019697707044,90.541009937848,90.4800501049916,90.4190902721352,90.3581304392788,90.2971706064224,90.236210773566,90.1752509407096,90.1142911078532,90.1142911078532,90.1142911078532,90.1142911078532,90.1142911078532,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Moldova,MDA,82.9191762020796,83.2538565916286,83.5931574476972,83.9370770399076,84.2858248843836,84.6745046272972,85.100053203952,85.5261099407884,85.9526894490116,86.3797812076695,86.807397646256,87.2355300636616,87.6641847043877,88.0933541286004,88.5230477822304,88.9514518015044,89.3834604746081,89.8183897109179,90.2559755932964,90.6956869576304,91.1372487012655,91.5802432613736
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Monaco,MCO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mongolia,MNG,62.4953614169164,63.8930991876622,65.2631885127539,66.6052545425881,67.9189653068814,69.2018583021678,70.4564922690515,71.6821145354004,72.8790843201777,74.0447903548772,75.1827087064584,76.0198226801003,76.6971420236104,77.3737729103165,78.0492712740592,78.7245239498298,79.3990823170909,80.0725332167492,80.7515587657682,81.4356125956715,82.1241197629958,82.8158097535252
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Montenegro,MNE,..,..,..,..,..,..,95.1859673036858,95.4302206036587,95.674688556437,95.9192963290748,96.1640949733071,96.4090994773298,96.65430968259,96.8997474933698,97.145409083929,97.3912959033093,97.6373850604074,97.8836949552276,98.5062984677874,98.6814038394913,98.8569123690641,98.8603939935067
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Morocco,MAR,64.7959021092167,65.6268836626532,66.5885809593139,67.5495505303989,68.5102152427062,69.5807164276535,70.6676089659344,71.7467395262126,72.8173346439623,73.8787116175245,74.9321261036749,75.9759037287144,77.0103247140373,78.0347633935167,79.0494793784529,80.0538678565424,81.048169800734,82.031814596802,84.0333811702361,84.9818507597581,85.9187628261055,86.8433142429705
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mozambique,MOZ,22.7135095802514,23.7660889119429,25.281950672123,26.8306654926848,28.4125475477891,30.0268645534793,31.6744358371789,33.3535146665371,35.2069187179296,37.1024439275655,39.0283491613439,40.9829957259919,42.9657407480855,44.975925386408,47.0128819373376,49.0759428639125,51.1644141801736,53.2771826866148,55.4139858964107,57.5753680766886,59.7601108598003,61.4809315914592
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Myanmar,MMR,47.7268532369647,49.1890418639071,50.6713196252269,52.1738693593399,53.6965766171392,55.2393218321691,56.8017092189817,58.3838996351405,59.9857724295587,61.6069476357524,63.2478211567168,64.9077560427868,66.5868862184781,68.2848517202293,70.0019904371487,71.7410019192318,73.5016743679592,75.2835432452828,77.0863359395665,78.9093353384479,80.7287633167077,82.3310617247242
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Namibia,NAM,75.9628102006405,76.3689821667623,76.8782066115786,77.4019458954656,77.9204001256526,78.4318651214661,78.9370961710911,79.4353345856474,79.9267237226483,80.4094271857812,80.8850164351902,81.3519879199082,81.8179821315026,82.2751583561412,82.7234244328951,83.1619215172849,83.5864062697549,83.9961178691327,84.3913137081785,84.8394848926625,85.2751917542767,85.6986632731503
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nauru,NRU,98.0817937576702,98.0098979236459,97.9380020896215,97.8661062555972,97.7942104215728,97.7223145875485,97.6504187535241,97.5785229194998,97.5066270854755,97.4347312514511,97.3628354174268,97.2909395834024,97.2190437493781,97.1471479153537,97.0752520813294,97.003356247305,97.003356247305,97.003356247305,97.003356247305,97.003356247305,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nepal,NPL,79.6697888529143,80.3252807935525,80.936422443979,81.5412679602195,82.1397139231249,82.731665320308,83.3170381280125,83.895823115831,84.4678253980994,85.0329499671884,85.5911073264404,86.1422718062614,86.686530708514,87.2235597131944,87.7533252357355,88.275580629965,88.7902053889185,89.2969930943264,89.7957758492581,90.2863663521825,90.7685835327375,91.2422508128062
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Netherlands,NLD,99.999996990304,99.9999983868204,99.9999987228149,100,99.9999994573325,100,99.999998516524,100,100,99.9999985708445,99.9999996591429,100,100,99.9999988536471,100,100,99.9999971771538,100,100,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,New Caledonia,NCL,95.10497708421,95.10497708421,95.10497708421,95.3383295002079,95.5716819162058,95.8050343322036,96.0383867482015,96.2717391641993,96.5050915801972,96.7384439961951,96.9717964121929,97.2051488281908,97.4385012441887,97.6718536601866,97.9052060761844,98.1385584921823,98.3719109081802,98.6052633241781,98.8386157401759,99.0719681561738,99.3053205721716,99.5386729881695
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,New Zealand,NZL,99.9999997720245,99.9999994727498,99.9999996042885,99.9999994777015,99.9999984208119,100,99.9999977338024,100,99.9999974555785,100,99.9999988878029,100,100,99.9999995940721,99.9999988101768,99.9999992554402,100,100,100,100,100,99.9999962306108
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nicaragua,NIC,80.6461725738748,80.6712485778784,80.697556235523,80.7254005845665,80.7547757336457,80.7870236509338,80.8357507918115,80.8860732414651,80.9386665632115,80.9928505979787,81.048950444765,81.1069673480345,81.1669027053438,81.2287535155048,81.2921378883304,81.3531277628567,81.4159724476439,81.4356769312004,81.5210869682532,81.6122389735586,81.7087539746033,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Niger,NER,37.4862898335816,38.2323921535631,38.9070640104782,39.5615764536022,40.1952996142198,40.8076339348269,41.3997749332035,41.9711167865491,42.5210848692935,43.0508252721647,43.5597544905099,44.0473292776335,44.5146416573825,44.9611346362854,45.3946527650978,45.8159264872674,46.2236182374411,46.6184774422592,46.9992412972418,47.3666848215679,47.7205800435476,48.060252645199
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nigeria,NGA,44.4422771880572,45.7286131867996,47.2883073743618,48.8567642406248,50.4334927622484,52.0176713923367,53.6095346466067,55.2089706747755,56.8158520956791,58.4287046846298,60.048448967519,61.6709575534606,63.296219919828,64.9235673868733,66.5530061054195,68.1845425049661,69.8172268810042,71.451735522149,73.0874579051768,74.7241263304551,76.361790269796,78.0001935748374
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,North Macedonia,MKD,96.8854893538115,96.8894420680536,96.8933932349043,96.8973446794941,96.9013161842229,96.9594603137634,97.0165477785083,97.0727320878475,97.1281380530316,97.1828877852087,97.2371451233877,97.2910338729364,97.3446985613481,97.3982677624482,97.4518918318534,97.5057069828448,97.5598502743557,97.6144574010482,97.6696730194752,97.7256237924336,97.7824419960381,97.8402722140626
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Northern Mariana Islands,MNP,96.8436215951858,97.052725714739,97.2618298342922,97.4709339538454,97.6800380733986,97.8891421929518,98.098246312505,98.3073504320582,98.5164545516114,98.7255586711646,98.9346627907178,99.143766910271,99.3528710298242,99.5619751493774,99.7710792689306,99.9801833884838,100,100,100,100,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Norway,NOR,100,99.999999286078,99.9999970520901,99.9999971549165,100,99.9999965995429,100,100,99.9999985460061,100,100,99.9999982454226,99.9999993871015,99.9999993849234,99.999995923009,100,99.9999993472911,100,99.9999955421284,99.9999987035841,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Oman,OMN,85.6380751384865,85.633767394233,85.6294594553516,85.6251519486473,85.693648626899,86.0602737315176,86.4235170420893,86.783197423425,87.1393577072111,87.4916173094102,87.8404476591595,88.2854887282793,88.798794146094,89.2944806885204,89.7744713393211,90.238487000101,90.6874246575997,91.1148947044759,91.5230953938103,91.8882639823975,92.1680313333192,92.3097193933451
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Pakistan,PAK,87.3640207649067,87.6027830851505,87.8385392713498,88.0732811150417,88.3071370228667,87.9905798672017,88.1440617187268,88.3118874800695,88.4779312858562,88.642191883269,88.8047528450212,88.9656021763823,89.1247311719253,89.2819713314618,89.4374847948449,89.5912469503616,89.7432459855344,89.8934102801381,90.0425979115228,90.1906503511874,90.3373369493084,90.4824630644152
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Palau,PLW,99.3564770331005,99.3625888826252,99.3688588352502,99.3752808875779,99.3905507182376,99.4051896870702,99.4192326974435,99.4326747527669,99.4455464755296,99.4578364255929,99.4695705930484,99.4807528058898,99.4914143484921,99.5015302251586,99.511147271251,99.5202624333344,99.5288425689722,99.5369022731469,99.5444724184567,99.5515887428089,99.5582727416003,99.564552006041
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Panama,PAN,89.5552977125429,89.9173275396009,90.2767156861899,90.6126509250145,90.8270090153794,91.0306750330875,91.2311405700682,91.4282616286243,91.6224163894361,91.8134554082341,92.0012444820873,92.1874281167023,92.371804723482,92.5543328461858,92.735108577371,92.9137986450208,93.2426372617578,93.5700537808249,93.8958373030586,94.182498815948,94.3957926093894,94.6061069769306
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Papua New Guinea,PNG,31.7545561183875,31.7415215472398,31.7308543082929,31.7201883323159,31.7089302006926,32.7395779664836,33.7706619827124,34.8021835185737,35.8341434516428,36.8591179358119,37.8802570165898,38.8970353654873,39.9104998416853,40.9271667940676,41.9466985965934,42.9687651734413,43.9930330008888,45.0191783233948,46.0473416259177,47.0767255901086,48.1070226075146,49.1692326810418
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Paraguay,PRY,76.2362190151531,77.7879198510234,79.2988558912089,80.6966115800717,82.0578364483405,83.4038094172464,84.7343030109567,86.0493988819789,87.34940587523,88.6341505522764,89.9037202338302,91.1581991748664,92.3978172967035,93.618796817874,94.8251554833038,96.0186086116123,97.1992968525856,98.3671694137756,99.5224912893959,99.5911140188522,99.5934707827491,99.5958982324205
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Peru,PER,80.1488865847973,80.9349728807421,81.7100789592886,82.474684134901,83.228525609799,83.9713814105883,84.7040840155234,85.4260756884851,86.0983257164264,86.7473234759731,87.3922024813053,88.0324057036576,88.668521405509,89.3000345168685,89.9272553412932,90.5504162789145,91.1691059497992,91.7835691514677,92.3950837119963,93.0032366873463,93.6079681449903,94.2088981939542
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Philippines,PHL,85.9786535058569,86.3458339282834,86.7353290540228,87.1255156450676,87.5163914921387,87.9079574573496,88.300211308836,88.6931489201816,89.086781337771,89.4811999864762,89.8807890071793,90.3027532664464,90.7233716794272,91.1427386256371,91.5606767241614,91.9773505590147,92.3926834183241,92.8078557116294,93.222835120702,93.6373567501473,94.0512327503984,94.4642805883106
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Poland,POL,..,..,..,..,..,99.1592394224443,99.1574208743657,99.1555854357126,99.1537397635124,99.1519018066916,98.4269374145649,97.6997464122955,96.9696751320083,96.237152990062,95.5020825058949,94.7645729803903,94.0267326823036,93.2894896723265,92.5535483138945,91.8196871808371,91.0888058086284,90.3615703186745
